"コード","銘柄名","市場","現在値","前日比(%)","株価騰落【率】(%)","日中売買代金(千円)","株価移動平均線乖離率(%)","株価移動平均線乖離率(%)","年初来安値からの上昇率(%)","出来高増加率(倍)","過去60日ボラティリティ(%)","ボリンジャーバンド","RSI(%)"
"7741","ＨＯＹＡ","東P","25010.0","+180.0(+0.72%)","0.72","11,076,599","-0.20","1.79","74.35","0.61","24.19","0.60","57.85"
"7743","シード","東P","578","-10.0(-1.70%)","-1.70","18,385","-1.53","-0.38","41.67","0.87","19.42","-0.17","48.04"
"7744","ノーリツ鋼機","東P","2126","+10.0(+0.47%)","0.47","939,024","2.75","9.58","46.52","0.62","27.35","2.30","83.84"
"7745","Ａ＆ＤホロンＨＬＤＧ","東P","2347","+6.0(+0.26%)","0.26","171,524","-0.03","9.25","76.73","0.38","32.34","1.25","80.96"
"7747","朝日インテック","東P","2728.0","-6.5(-0.24%)","-0.24","869,361","-1.57","-6.50","35.25","0.36","35.00","-2.21","26.04"
"7749","メディキット","東S","2995","-10.0(-0.33%)","-0.33","899","0.89","0.70","26.80","0.10","19.01","0.53","51.06"
"7751","キヤノン","東P","4505.0","+11.0(+0.24%)","0.24","6,245,776","-1.87","-3.92","15.72","0.33","22.65","-2.46","32.55"
"7752","リコー","東P","1353.5","-8.0(-0.59%)","-0.59","1,231,412","-2.01","-3.59","7.85","0.39","25.47","-1.33","39.67"
"7760","ＩＭＶ","東S","2982","+46.0(+1.57%)","1.57","530,208","4.57","21.14","187.56","0.92","48.67","1.98","90.24"
"7762","シチズン時計","東P","1357","-6.0(-0.44%)","-0.44","449,700","-1.72","2.44","86.91","0.15","28.96","0.70","61.35"
"7769","リズム","東P","4065","+25.0(+0.62%)","0.62","94,656","-0.07","2.61","35.73","0.89","16.78","0.75","56.25"
"7774","ジャパン・ティッシュエンジニア","東G","570","-12.0(-2.06%)","-2.06","59,704","2.93","7.13","57.89","0.32","56.71","0.92","59.13"
"7775","大研医器","東S","464","-3.0(-0.64%)","-0.64","16,732","-0.64","1.97","6.18","1.50","8.26","0.76","65.79"
"7776","セルシード","東G","317","+2.0(+0.63%)","0.63","64,266","1.80","12.20","37.23","0.42","72.06","0.96","66.44"
"7777","スリー・ディー・マトリックス","東G","457","+4.0(+0.88%)","0.88","1,074,383","0.04","17.28","348.04","0.55","79.52","1.21","67.98"
"7779","ＣＹＢＥＲＤＹＮＥ","東G","254","-8.0(-3.05%)","-3.05","625,287","-3.71","15.98","72.79","0.45","61.86","1.10","68.03"
"7780","メニコン","東P","1585","-6.0(-0.38%)","-0.38","235,254","-0.39","-0.48","57.71","0.62","29.13","-0.44","50.43"
"7781","平山ＨＬＤＧ","東S","1339","+21.0(+1.59%)","1.59","2,002","1.22","1.30","53.73","0.42","25.78","0.81","61.24"
"7782","シンシア","東S","496","+0.0(+0.00%)","0.00","889","-0.24","-2.22","10.96","0.20","21.93","-0.68","46.43"
"7791","ドリームベッド","東S","856","+0.0(+0.00%)","0.00","942","-0.40","-0.23","29.11","1.00","15.04","-0.18","47.83"
"7792","コラントッテ","東G","1530","+21.0(+1.39%)","1.39","24,982","0.51","2.77","63.29","1.70","22.47","1.31","58.40"
"7793","イメージ・マジック","東G","1608","+58.0(+3.74%)","3.74","7,748","4.20","8.91","60.80","1.40","26.81","3.21","88.18"
"7794","イーディーピー","東G","473","-5.0(-1.05%)","-1.05","50,210","-5.40","6.33","31.39","0.55","64.49","0.43","62.03"
"7795","ＫＹＯＲＩＴＳＵ","東S","217","-5.0(-2.25%)","-2.25","21,329","-1.63","0.07","63.16","0.91","23.39","0.02","41.67"
"7800","アミファ","東S","694","+4.0(+0.58%)","0.58","7,023","1.46","4.35","23.27","1.44","14.41","1.72","71.60"
"7803","ブシロード","東G","291","-6.0(-2.02%)","-2.02","220,364","-1.95","-3.53","2.83","0.66","63.39","-1.93","41.54"
"7804","ビーアンドピー","東S","2506","-21.0(-0.83%)","-0.83","3,774","-0.85","-0.07","40.79","0.94","30.33","-0.03","41.90"
"7805","プリントネット","東S","698","+0.0(+0.00%)","0.00","419","-0.43","0.93","20.34","0.17","13.26","0.50","57.69"
"7806","ＭＴＧ","東G","4480","+45.0(+1.01%)","1.01","480,578","2.35","-2.54","147.38","0.81","69.35","-0.61","29.69"
"7807","幸和製作所","東S","857","+3.0(+0.35%)","0.35","1,111","0.61","1.21","21.91","0.62","16.48","0.80","61.84"
"7808","シー・エス・ランバー","東S","3035","+15.0(+0.50%)","0.50","5,746","0.10","-2.29","21.40","1.27","16.74","-1.33","37.97"
"7809","壽屋","東S","1493","-1.0(-0.07%)","-0.07","3,439","0.26","0.09","17.65","0.29","14.05","0.17","52.56"
"7810","クロスフォー","東S","147","+1.0(+0.68%)","0.68","576","-0.54","0.96","4.26","0.43","13.37","0.56","53.85"
"7811","中本パックス","東S","1991","-5.0(-0.25%)","-0.25","25,866","-0.49","1.77","32.73","0.77","12.85","0.73","58.01"
"7812","クレステック","東S","1982","-7.0(-0.35%)","-0.35","1,189","-0.55","-1.03","36.69","0.30","22.41","-1.77","44.90"
"7813","プラッツ","東S","812","-12.0(-1.46%)","-1.46","81","-0.56","0.35","39.52","0.09","21.69","0.26","50.50"
"7814","日本創発グループ","東S","759","+0.0(+0.00%)","0.00","14,859","-0.03","-3.57","76.51","0.66","47.85","-0.99","36.36"
"7815","東京ボード工業","東S","375","+0.0(+0.00%)","0.00","4,339","-0.42","-0.15","6.23","2.83","40.18","-0.09","51.02"
"7817","パラマウントベッドＨＬＤＧ","東P","3515","+5.0(+0.14%)","0.14","36,537","0.09","0.19","65.80","0.21","4.41","1.68","50.00"
"7818","トランザクション","東P","1238","+28.0(+2.31%)","2.31","142,950","2.94","9.26","24.17","0.41","23.43","2.22","77.50"
"7819","粧美堂","東S","833","+0.0(+0.00%)","0.00","3,510","-1.07","-2.83","73.54","0.19","21.43","-2.20","28.24"
"7820","ニホンフラッシュ","東P","814","-8.0(-0.97%)","-0.97","22,379","-1.57","-2.52","9.85","0.49","15.87","-2.72","25.68"
"7821","前田工繊","東P","1908","-19.0(-0.99%)","-0.99","127,076","-0.97","-2.95","9.78","0.57","19.11","-2.36","30.84"
"7822","永大産業","東S","239","-1.0(-0.42%)","-0.42","5,218","-0.58","1.93","22.56","0.39","13.83","0.65","62.07"
"7823","アートネイチャー","東S","822","-17.0(-2.03%)","-2.03","17,205","0.05","1.28","17.26","0.20","15.32","1.39","57.50"
"7826","フルヤ金属","東P","4225","+180.0(+4.45%)","4.45","1,612,556","6.13","14.22","109.16","0.69","52.39","1.86","76.69"
"7827","オービス","東S","1629","+1.0(+0.06%)","0.06","1,142","-0.29","1.06","33.52","0.30","31.03","0.49","56.86"
"7831","ウイルコＨＬＤＧ","東S","89","-1.0(-1.11%)","-1.11","643","-1.11","1.37","15.58","0.11","77.34","0.50","61.54"
"7832","バンダイナムコＨＬＤＧ","東P","4018.0","-49.0(-1.20%)","-1.20","3,037,485","-1.33","-3.80","17.59","0.41","23.91","-2.48","27.99"
"7833","アイフィスジャパン","東S","699","+6.0(+0.87%)","0.87","3,134","0.49","0.97","37.06","0.74","18.20","0.46","73.33"
"7836","アビックス","東S","91","+1.0(+1.11%)","1.11","9,058","0.89","3.27","16.67","0.98","23.52","0.92","61.11"
"7837","アールシーコア","東S","377","-3.0(-0.79%)","-0.79","2,258","-1.10","3.46","32.75","1.28","34.04","0.90","53.85"
"7839","ＳＨＯＥＩ","東P","1788","+14.0(+0.79%)","0.79","187,300","0.33","-0.75","25.21","0.63","24.13","-0.64","43.43"
"7840","フランスベッドＨＬＤＧ","東P","1315","-7.0(-0.53%)","-0.53","33,455","-0.60","-0.78","18.47","0.44","11.30","-0.86","41.51"
"7841","遠藤製作所","東S","1314","-4.0(-0.30%)","-0.30","4,213","0.95","5.57","31.14","0.12","14.39","1.54","84.62"
"7844","マーベラス","東P","490","-2.0(-0.41%)","-0.41","44,375","-1.61","-3.56","22.81","0.64","28.25","-2.25","31.58"
"7846","パイロットコーポレーション","東P","4886.0","+23.0(+0.47%)","0.47","307,316","-0.09","0.58","32.13","0.56","15.95","0.44","64.66"
"7847","グラファイトデザイン","東S","679","+7.0(+1.04%)","1.04","5,634","1.19","5.10","20.60","0.92","7.37","1.86","93.62"
"7849","スターツ出版","東S","3835","+60.0(+1.59%)","1.59","11,900","1.94","1.09","30.84","2.58","28.74","0.57","46.43"
"7850","総合商研","東S","888","-4.0(-0.45%)","-0.45","714","0.02","2.05","9.23","0.14","16.99","1.31","66.67"
"7851","カワセコンピュータサプライ","東S","260","+1.0(+0.39%)","0.39","1,448","-0.38","2.83","43.65","0.38","21.48","1.04","58.62"
"7856","萩原工業","東P","1691","-1.0(-0.06%)","-0.06","36,697","-0.67","-0.29","27.14","0.46","22.35","-0.21","42.11"
"7857","セキ","東S","1336","+6.0(+0.45%)","0.45","534","0.36","-0.23","4.38","1.33","11.43","-0.30","51.06"
"7859","アルメディオ","東S","178","-1.0(-0.56%)","-0.56","66,904","-2.84","4.02","17.11","0.51","62.77","0.50","59.18"
"7860","エイベックス","東P","1197","-1.0(-0.08%)","-0.08","104,936","-1.06","-2.39","3.55","0.34","20.29","-1.05","25.42"
"7864","フジシールインターナショナル","東P","3205","-5.0(-0.16%)","-0.16","121,213","-0.99","0.93","44.89","0.46","19.32","0.51","52.24"
"7865","ピープル","東S","424","-4.0(-0.93%)","-0.93","3,054","-0.89","1.12","5.21","2.81","21.71","0.66","58.70"
"7867","タカラトミー","東P","2779.0","-30.0(-1.07%)","-1.07","688,064","-1.58","-0.94","4.36","0.52","28.51","-0.45","43.47"
"7868","広済堂ＨＬＤＧ","東P","478","+2.0(+0.42%)","0.42","104,851","-0.08","2.11","16.59","0.29","30.94","0.63","58.97"
"7870","福島印刷","名M","383","-1.0(-0.26%)","-0.26","615","0.10","0.95","11.01","3.20","12.93","0.82","46.88"
"7871","フクビ化学工業","東S","936","+8.0(+0.86%)","0.86","2,910","0.39","0.01","36.05","1.63","23.19","0.01","48.31"
"7872","エステールＨＬＤＧ","東S","624","-1.0(-0.16%)","-0.16","5,751","0.58","3.80","16.42","0.68","6.27","1.46","81.82"
"7874","レック","東P","1013","-21.0(-2.03%)","-2.03","50,710","-1.13","-2.76","2.12","0.59","27.65","-2.21","32.11"
"7875","竹田ｉＰＨＬＤＧ","東S","1193","+19.0(+1.62%)","1.62","7,269","2.14","5.96","47.28","2.26","16.84","2.20","71.68"
"7877","永大化工","東S","1897","+27.0(+1.44%)","1.44","2,078","0.72","4.47","31.74","0.46","12.18","1.82","73.26"
"7878","光・彩","東S","1044","-11.0(-1.04%)","-1.04","1,038","0.06","3.20","27.63","0.77","25.82","0.88","62.02"
"7879","ノダ","東S","677","-7.0(-1.02%)","-1.02","4,684","-0.79","0.30","7.46","0.63","11.14","0.22","50.00"
"7883","サンメッセ","東S","368","+2.0(+0.55%)","0.55","2,946","0.16","0.82","8.88","0.62","14.58","0.82","55.00"
"7885","タカノ","東S","827","-3.0(-0.36%)","-0.36","6,217","0.56","2.78","25.68","0.39","11.88","1.68","74.58"
"7887","南海プライウッド","東S","9960","-90.0(-0.90%)","-0.90","10,879","0.89","4.30","102.85","0.65","38.51","0.86","58.77"
"7888","三光合成","東P","976","+5.0(+0.51%)","0.51","60,050","-2.79","3.71","105.47","0.37","36.49","0.46","59.27"
"7893","プロネクサス","東P","1144","-9.0(-0.78%)","-0.78","21,308","-0.92","-1.23","7.82","0.31","22.91","-1.43","38.39"
"7896","セブン工業","東S","535","-3.0(-0.56%)","-0.56","214","-0.30","1.34","19.69","0.40","11.73","0.82","63.16"
"7897","ホクシン","東S","115","+1.0(+0.88%)","0.88","21,404","0.35","2.42","16.16","1.24","23.26","1.18","55.00"
"7898","ウッドワン","東S","1002","-12.0(-1.18%)","-1.18","1,516","-1.40","3.13","33.42","0.20","19.81","0.65","61.25"
"7901","マツモト","東S","757","+18.0(+2.44%)","2.44","12,314","3.67","6.00","17.00","1.24","36.70","1.89","65.47"
"7902","ソノコム","東S","1110","+11.0(+1.00%)","1.00","7,599","3.35","15.86","47.80","0.35","35.68","2.24","73.58"
"7906","ヨネックス","東S","3295","+15.0(+0.46%)","0.46","205,018","-1.23","-0.71","69.93","0.39","34.48","-0.28","27.16"
"7908","きもと","東S","272","-5.0(-1.81%)","-1.81","20,006","-2.09","2.38","28.30","0.53","21.71","0.48","67.24"
"7911","ＴＯＰＰＡＮＨＬＤＧ","東P","4742.0","-3.0(-0.06%)","-0.06","2,330,882","-0.29","0.83","39.47","0.29","48.39","0.35","54.36"
"7912","大日本印刷","東P","2804.5","+29.5(+1.06%)","1.06","1,348,427","-0.42","1.63","54.94","0.45","26.06","0.90","57.20"
"7914","共同印刷","東P","1642","+15.0(+0.92%)","0.92","147,889","0.26","1.63","95.01","0.48","19.28","0.62","52.60"
"7915","ＮＩＳＳＨＡ","東P","1266","+7.0(+0.56%)","0.56","155,130","-1.62","-0.73","19.32","0.44","29.35","-0.35","45.16"
"7916","光村印刷","東S","1944","+3.0(+0.15%)","0.15","393","-0.42","0.51","61.33","0.12","20.11","0.16","37.31"
"7917","ＺＡＣＲＯＳ","東P","1167","-18.0(-1.52%)","-1.52","137,550","-2.20","-0.26","14.19","0.83","22.47","-0.14","54.84"
"7919","野崎印刷紙業","東S","220","-2.0(-0.90%)","-0.90","1,146","-0.36","4.21","56.03","0.53","13.45","1.22","73.91"
"7921","ＴＡＫＡＲＡ＆ＣＯＭＰＡＮＹ","東P","4260","-10.0(-0.23%)","-0.23","71,390","-1.66","-5.91","57.14","0.58","26.98","-2.02","21.30"
"7922","三光産業","東S","444","+5.0(+1.14%)","1.14","354","-0.67","0.68","48.99","0.07","23.16","0.35","54.76"
"7923","トーイン","東S","1185","+0.0(+0.00%)","0.00","3,674","0.03","4.06","92.68","0.48","50.59","0.43","66.67"
"7925","前澤化成工業","東P","2335","+5.0(+0.21%)","0.21","50,430","-1.61","1.68","48.25","0.37","20.75","0.35","57.73"
"7927","ムトー精工","東S","2242","+16.0(+0.72%)","0.72","45,821","-0.04","6.48","89.84","0.45","27.03","1.45","72.16"
"7928","旭化学工業","東S","607","-10.0(-1.62%)","-1.62","488","-1.52","1.52","12.41","0.32","10.34","0.58","61.97"
"7931","未来工業","東P","3325","-35.0(-1.04%)","-1.04","50,164","-1.89","-2.40","7.09","0.47","20.30","-1.88","34.48"
"7932","ニッピ","東S","13880","+40.0(+0.29%)","0.29","73,443","-0.47","2.17","183.27","0.46","16.40","0.72","60.56"
"7936","アシックス","東P","3876.0","-38.0(-0.97%)","-0.97","5,286,136","-2.20","-2.22","51.35","0.66","28.91","-0.79","43.94"
"7937","ツツミ","東S","2677","-27.0(-1.00%)","-1.00","12,297","-0.50","1.05","34.79","0.45","27.19","0.46","57.28"
"7938","リーガルコーポレーション","東S","2456","-5.0(-0.20%)","-0.20","3,197","-0.24","0.90","17.96","1.30","3.96","0.86","59.04"
"7939","研創","東S","615","-5.0(-0.81%)","-0.81","2,349","0.16","5.09","28.12","0.58","12.46","1.50","88.89"
"7940","ウェーブロックＨＬＤＧ","東S","1359","+8.0(+0.59%)","0.59","31,821","1.49","4.61","182.54","0.77","69.31","1.56","71.03"
"7942","ＪＳＰ","東P","2509","+9.0(+0.36%)","0.36","43,690","-0.79","1.21","54.21","0.22","28.67","0.46","56.00"
"7943","ニチハ","東P","3460","+0.0(+0.00%)","0.00","96,716","-0.94","3.31","29.83","0.55","25.57","0.96","64.29"
"7944","ローランド","東P","3835","+30.0(+0.79%)","0.79","188,210","0.18","2.83","35.27","0.72","23.09","0.73","62.42"
"7946","光陽社","東S","2300","+30.0(+1.32%)","1.32","457","1.14","10.46","80.25","0.20","78.80","1.77","91.10"
"7947","エフピコ","東P","2712","-40.0(-1.45%)","-1.45","235,518","-0.80","2.19","12.53","0.60","23.29","1.07","57.08"
"7949","小松ウオール工業","東P","2883","+20.0(+0.70%)","0.70","164,890","-0.87","2.99","124.71","0.55","19.37","0.84","63.40"
"7951","ヤマハ","東P","1118.0","-16.0(-1.41%)","-1.41","707,756","-2.27","-0.40","19.70","0.34","20.20","-0.13","50.42"
"7952","河合楽器製作所","東P","2733","-7.0(-0.26%)","-0.26","62,938","-1.04","-1.59","17.80","0.45","26.92","-0.39","41.47"
"7953","菊水化学工業","東S","394","-1.0(-0.25%)","-0.25","7,853","0.10","1.50","16.22","0.74","7.87","0.96","57.14"
"7955","クリナップ","東P","865","-5.0(-0.57%)","-0.57","31,970","-0.69","-1.36","48.88","0.82","24.55","-1.38","44.27"
"7956","ピジョン","東P","1622.0","+12.0(+0.75%)","0.75","785,432","-0.47","-0.37","17.11","0.55","30.58","-0.42","46.83"
"7957","フジコピアン","東S","1456","-6.0(-0.41%)","-0.41","728","0.07","-0.36","7.85","0.62","17.94","-0.42","50.00"
"7962","キングジム","東P","807","-3.0(-0.37%)","-0.37","28,539","-0.93","-1.98","0.88","0.33","7.33","-2.51","28.57"
"7963","興研","東S","1883","-7.0(-0.37%)","-0.37","3,022","-0.77","-0.06","28.10","0.37","14.17","-0.03","56.13"
"7965","象印マホービン","東P","1553","-16.0(-1.02%)","-1.02","111,491","-1.48","-1.85","29.96","0.48","22.52","-1.17","43.93"
"7966","リンテック","東P","4900","+105.0(+2.19%)","2.19","717,895","2.28","7.77","111.57","0.81","23.79","2.10","73.56"
"7970","信越ポリマー","東P","2036","-59.0(-2.82%)","-2.82","714,306","-3.40","-0.88","63.40","1.16","22.67","-0.30","47.27"
"7971","東リ","東S","780","+2.0(+0.26%)","0.26","44,986","0.08","3.82","101.03","0.49","24.46","1.30","70.21"
"7972","イトーキ","東P","2620","+92.0(+3.64%)","3.64","504,676","2.34","3.73","93.22","2.14","30.90","1.57","70.61"
"7974","任天堂","東P","10370.0","-45.0(-0.43%)","-0.43","32,384,242","1.04","-0.74","16.67","0.48","33.00","-0.30","40.97"
"7975","リヒトラブ","東S","1285","+5.0(+0.39%)","0.39","897","-0.40","0.97","28.50","0.23","14.02","0.44","58.62"
"7976","三菱鉛筆","東P","2272","+2.0(+0.09%)","0.09","178,345","-1.29","1.58","14.69","0.88","30.00","0.62","59.83"
"7979","松風","東P","1841","-3.0(-0.16%)","-0.16","73,975","-1.06","-0.28","4.25","0.37","18.18","-0.19","50.26"
"7980","重松製作所","東S","793","-3.0(-0.38%)","-0.38","795","0.05","0.85","9.08","0.13","10.48","0.78","60.00"
"7981","タカラスタンダード","東P","3020","+0.0(+0.00%)","0.00","75,706","-0.36","1.52","91.38","0.28","18.75","0.81","61.20"
"7983","ミロク","東S","1140","+13.0(+1.15%)","1.15","1,470","0.48","0.56","16.09","0.72","48.31","0.35","42.65"
"7984","コクヨ","東P","904.6","-8.4(-0.92%)","-0.92","395,451","-1.26","-0.12","12.50","0.66","17.97","-0.07","62.83"
"7985","ネポン","東S","1569","+18.0(+1.16%)","1.16","3,111","-0.93","4.10","15.37","0.87","36.89","1.03","68.15"
"7986","日本アイ・エス・ケイ","東S","1794","+26.0(+1.47%)","1.47","710","0.58","0.65","30.85","1.33","11.92","0.70","61.54"
"7987","ナカバヤシ","東S","588","-3.0(-0.51%)","-0.51","18,806","-0.68","0.28","30.67","0.63","18.42","0.17","50.75"
"7988","ニフコ","東P","4841.0","-60.0(-1.22%)","-1.22","1,052,196","-2.31","-2.43","57.79","1.11","19.36","-1.63","44.60"
"7989","立川ブラインド工業","東P","1943","-7.0(-0.36%)","-0.36","42,943","-1.15","-0.94","49.23","0.43","18.71","-1.09","47.10"
"7990","グローブライド","東P","2206","-9.0(-0.41%)","-0.41","68,589","-0.85","0.32","36.17","0.33","24.96","0.15","51.22"
"7991","マミヤ・オーピー","東S","1694","-1.0(-0.06%)","-0.06","13,885","-0.54","2.15","52.06","0.30","25.84","0.64","60.38"
"7992","セーラー万年筆","東S","120","+4.0(+3.45%)","3.45","67,069","3.81","4.93","25.00","5.33","63.71","1.45","63.33"
"7994","オカムラ","東P","2358","-22.0(-0.92%)","-0.92","271,878","-1.50","0.02","42.48","0.85","19.76","0.01","52.63"
"7995","バルカー","東P","4400","-15.0(-0.34%)","-0.34","75,422","-0.90","4.67","76.49","0.37","24.85","1.04","66.15"
"7997","くろがね工作所","東S","949","+0.0(+0.00%)","0.00","2,851","-0.02","1.47","42.28","0.71","37.20","0.58","45.24"
"7999","ＭＵＴＯＨ　ＨＬＤＧ","東S","2951","-21.0(-0.71%)","-0.71","9,186","-0.85","0.58","21.89","0.55","16.92","0.20","44.15"
"8001","伊藤忠商事","東P","1976.5","-5.0(-0.25%)","-0.25","16,743,938","-2.22","-0.93","1.86","0.51","25.69","-0.24","40.26"
"8002","丸紅","東P","5059.0","+144.0(+2.93%)","2.93","12,492,870","-0.11","7.35","169.38","0.56","30.13","0.99","71.89"
"8005","スクロール","東P","1315","-25.0(-1.87%)","-1.87","92,950","-1.78","-2.87","49.09","0.57","18.08","-1.80","16.82"
"8006","ユアサ・フナショク","東S","1718","-5.0(-0.29%)","-0.29","4,442","0.06","5.42","15.46","2.17","31.64","1.39","77.31"
"8007","高島","東P","911","+6.0(+0.66%)","0.66","45,986","-0.26","3.75","17.85","0.37","19.63","1.19","68.15"
"8008","ヨンドシーＨＬＤＧ","東P","1827","-4.0(-0.22%)","-0.22","126,117","-0.76","0.79","11.40","0.53","12.00","0.32","56.90"
"8011","三陽商会","東P","4145","-5.0(-0.12%)","-0.12","54,601","-0.02","3.58","72.35","0.23","29.69","0.86","62.00"
"8012","長瀬産業","東P","4061.0","+14.0(+0.35%)","0.35","700,143","-0.58","1.74","82.27","0.82","22.56","0.45","56.72"
"8013","ナイガイ","東S","313","+4.0(+1.29%)","1.29","3,536","1.29","3.42","46.26","1.10","26.28","0.74","52.38"
